grâu_0,0.087522104,0.09371114,0.15452018,0.18761781,0.03813962,-0.35540614,0.16341235,0.41045973,-0.0076380386,-0.29091978,0.110184595,-0.30333886,-0.049309593,0.29282737,0.083300106,0.10770817,0.15608819,-0.14055048,-0.015753066,-0.46445635,0.21882188,0.09453515,0.0037934897,-0.10647958,0.033665728,0.08803117,-0.2286912,-0.04817271,-0.15053368,-0.09491853,0.12443151,0.124558665,0.13112792,-0.22040723,-0.08781092,0.08506261,0.076456875,-0.13984607,-0.05985274,-0.23724161,0.024134042,-0.24145007,-0.15467349,-0.10258373,0.18654989,-0.13028875,-0.23043618,-0.099588886,0.1616665,0.19312257,-0.08983498,-0.2020159,-0.15973064,0.13112424,0.148768,-0.032534607,0.21808293,0.03897979,-0.15122452,0.034796424,-0.04135847,-0.08793417,0.07672807,0.11745359,-0.24960762,0.20925267,-0.013704221,0.17047952,-0.1291309,0.2301858,-0.048388015,0.19785,0.16376007,-0.09658652,0.3956551,-0.04098469,0.099680305,-0.023544587,-0.15746765,-0.06981709,-0.15260719,0.12440434,-0.1669494,0.33150214,-0.04516773,-0.05240199,0.15520516,0.06967151,0.11938031,0.032858875,0.065804295,0.15055154,0.051441126,0.07454561,0.22452,0.21144032,0.10733236,-0.08113054,-0.013054644,-0.00344666
grâu_1,0.035490073,0.023245731,0.07001577,0.06789578,0.03552267,-0.18477376,0.0028528834,0.28288084,-0.029859997,-0.10151704,0.041641537,-0.2026267,-0.04233548,0.07765961,0.047436792,0.087864086,0.053903945,-0.11913022,0.02237767,-0.3024256,0.0148669705,0.025263535,0.0047173384,-0.03412962,0.014351472,0.03017914,-0.09744904,-0.034707643,-0.11413014,-0.05556343,0.028549599,0.11189031,-0.013069475,-0.092679925,-0.06784052,0.064049296,0.05470476,-0.10616479,-0.05616262,-0.22944011,-0.00912082,-0.15796737,-0.11712575,-0.17056325,0.12819488,-0.11945531,-0.11452397,-0.023415353,0.027568907,0.14540242,-0.054736234,-0.13852286,-0.1453777,0.090545505,0.041719325,0.020999663,0.09239286,0.032642465,-0.09699569,0.011902277,0.057336967,-0.064154625,-0.060035028,0.030991169,-0.15086582,0.10242032,-0.012877159,0.10004645,-0.08366532,0.15137209,-0.03723627,0.072851405,0.13776095,-0.13751538,0.17503577,0.017705712,0.0024131224,-0.10090217,-0.124425024,-0.0065660467,0.010130629,0.06579564,-0.16949345,0.2224064,0.01797955,-0.009521241,-0.050301235,0.12823223,0.13263047,0.09101951,-0.0075668786,0.06871423,-0.015672047,0.06884434,0.102590635,0.1666051,0.073731974,-0.103240825,0.06456265,-0.06933682
parte_0,0.1698409,0.103815615,0.173241,0.3698354,0.07647769,-0.5179331,0.22028479,0.5449346,0.19389553,-0.63651544,0.17819302,-0.64483374,-0.14316027,0.49841648,0.006500066,0.19328664,0.35330725,-0.037276484,-0.08043282,-0.5955793,0.260515,-0.056947023,0.13701093,0.023704289,0.09694428,0.21526591,-0.09131004,0.07327063,-0.35393876,-0.18832049,0.31872398,-0.0018937956,0.3661059,-0.44980067,-0.10535947,0.047542453,0.34409752,0.06601704,-0.12064227,-0.35103416,0.13362177,-0.32948434,-0.21147424,-0.08443224,0.07206081,-0.26681086,-0.18509379,-0.08430615,0.37542212,0.21999086,-0.05588164,-0.30031627,0.027861126,-0.012057843,0.34059477,-0.21263687,0.26716635,-0.03297581,-0.14131887,0.19804628,-0.16170393,-0.18989857,0.2603709,0.3082064,-0.45233905,0.20823506,-0.07107472,0.27372888,-0.23537149,0.38198954,0.0707498,0.3515558,0.2042581,-0.03207868,0.4303835,-0.093996264,0.33326718,-0.11075047,-0.05377149,-0.12814946,-0.4747223,0.13595046,-0.032128137,0.3209287,-0.3293722,-0.17931594,0.38494045,-0.10735765,0.20518851,0.04437019,0.10502316,0.054492828,0.17595664,0.37760496,0.27604526,0.38500553,0.11962705,-0.10325106,0.030527465,0.14551821
parte_1,0.05844986,-0.010733753,0.15098745,0.25109747,0.13034806,-0.49053273,0.12485438,0.5267279,0.10454587,-0.57580143,0.14873862,-0.42738804,-0.09628071,0.5289064,0.14356765,0.07827907,0.1225031,0.03064676,-0.055054206,-0.4895634,0.3037155,0.036157686,0.07550082,-0.19348831,0.12090178,0.13676436,-0.23143846,0.021000972,-0.0686287,-0.06648739,0.09164366,0.09634406,0.3310947,-0.31986618,-0.036361884,0.14429113,0.1848759,-0.1216651,0.008086166,-0.46004695,0.23428531,-0.32212126,-0.14422195,-0.10286403,0.17253259,-0.21300642,-0.21665515,-0.13998131,0.26546818,0.18239874,-0.13928522,-0.3539107,-0.065443195,0.20016934,0.34273246,-0.0671757,0.19910519,0.055767756,-0.08726543,0.14590329,0.0017730908,0.08715306,0.26278034,0.14761284,-0.4529232,0.30533618,0.0018736908,0.23272336,-0.19004348,0.4626477,-0.02718758,0.21010795,0.25452045,0.054579567,0.37817514,-0.07456922,0.27863598,-0.115027025,-0.17514001,-0.054917563,-0.33857593,0.15277342,-0.18227054,0.46929204,-0.21091717,-0.018811507,0.38398173,-0.046201546,0.21263368,0.00081800227,0.19308062,0.052439343,0.16554017,0.37996525,0.15818156,0.22633724,0.09018278,-0.15990517,0.08156845,0.09323027
inimă_0,0.01867271,0.00075693673,0.080777206,0.13328132,0.085159406,-0.21515794,0.04776796,0.29282105,0.016676784,-0.18260923,0.011677232,-0.26187122,-0.07756795,0.21022819,0.046059895,0.041267335,0.004074067,-0.042217337,0.0081609925,-0.34392622,0.12461932,-0.015569209,0.06356882,-0.016890269,0.039943617,0.011832952,-0.16358684,0.0026539145,-0.17258854,-0.023630885,0.0576117,0.12198532,0.06319365,-0.16689092,-0.05143318,0.05036257,0.06103638,-0.036866315,-0.11655257,-0.2265061,0.06208991,-0.19694565,-0.093268275,-0.1363788,0.094435096,-0.19363223,-0.116399504,-0.07385589,0.09587161,0.12633157,-0.09477428,-0.16436787,-0.09905627,0.010008646,0.13428195,-0.023106074,0.03426602,0.026966572,-0.13677347,0.019661345,0.00030912785,-0.040465888,0.019528415,0.08527629,-0.20670745,0.084525414,0.03384554,0.18012406,-0.10371604,0.2469333,-0.012519287,0.09899654,0.1371177,-0.06479147,0.19813058,-0.009510166,0.03141449,-0.033073984,-0.1286275,-0.0688977,-0.082231216,0.046099022,-0.16694541,0.18744248,-0.07272475,0.008321081,0.1232913,0.033963162,0.12413244,0.012289471,0.02613939,-0.017666623,0.036331236,0.10445386,0.05830013,0.20859195,0.021009909,-0.07445508,0.03323555,-0.024752844
inimă_1,0.08241784,0.030021386,0.18832749,0.21025196,0.0985379,-0.34311506,0.16631629,0.43179283,0.017881362,-0.3418975,0.0302678,-0.35418555,-0.08645296,0.34301966,0.0908503,0.15315461,0.12296659,-0.05780815,0.03130424,-0.46959132,0.17055222,0.07326758,0.012619248,-0.13376068,0.03324768,0.109726906,-0.22173853,0.0073957043,-0.1807424,-0.040130068,0.14525703,0.09643501,0.13523078,-0.201732,-0.09831823,0.13704261,0.07430759,-0.14471877,-0.07827603,-0.28238145,0.112568855,-0.26447356,-0.13175462,-0.08163002,0.18745825,-0.19037728,-0.2574555,-0.112141475,0.20471582,0.1041015,-0.09055347,-0.22003473,-0.12324857,0.118543014,0.14201447,-0.025213752,0.1594644,0.010289348,-0.13261923,0.10040208,-0.058776185,-0.057277407,0.08274359,0.10373215,-0.26374555,0.2172109,0.011915029,0.19031046,-0.12283711,0.26560363,-0.08130216,0.18399884,0.12696314,-0.103687055,0.45368516,-0.059253674,0.11796778,-0.06257573,-0.16426542,-0.10198959,-0.16523798,0.12872751,-0.18946359,0.32837287,-0.09557023,-0.021496665,0.25079545,0.11234559,0.15654126,0.053905554,0.11823242,0.066906035,0.07422396,0.16482674,0.18870765,0.23677687,0.070823915,-0.12601274,0.10343728,0.01928467
mic_0,0.015001451,0.025712654,0.04842579,0.05654457,0.029153759,-0.134764,0.01597814,0.22711027,-0.008364069,-0.07717464,0.0237587,-0.17220128,-0.030240761,0.06322949,0.034819465,0.034265973,0.022657922,-0.10663944,0.01653352,-0.23011379,0.04945343,0.0046093767,2.0006788e-05,-0.01662729,0.009823443,0.0144033935,-0.10015026,-0.024518402,-0.0868635,-0.041084632,0.03366234,0.07199113,-0.01101201,-0.07143444,-0.049116842,0.04331971,0.040293414,-0.067222975,-0.050318718,-0.18034802,-0.00871314,-0.13424684,-0.08257878,-0.11572256,0.07433726,-0.081539884,-0.0787337,-0.016063679,0.017989526,0.122555256,-0.036085542,-0.10583379,-0.10506032,0.06672871,0.023130696,0.030059487,0.09773026,0.021885892,-0.06314115,0.0132300025,0.03426421,-0.042523637,-0.05753919,0.03899376,-0.11377356,0.081487946,-0.014789543,0.09212362,-0.05140069,0.12318626,-0.025691234,0.061780594,0.10324384,-0.10395498,0.13077892,0.013934219,0.0044987644,-0.069368385,-0.10987944,-0.0017221334,0.006169442,0.047800027,-0.1091003,0.17740227,0.014824446,-0.018932667,-0.02495478,0.093357794,0.1135239,0.06655306,-0.0021294393,0.049855113,-0.0011976672,0.03737925,0.08731867,0.13963112,0.060931582,-0.063537985,0.051204022,-0.05625925
mic_1,0.08664623,0.02722146,0.090105295,0.107899785,0.05102266,-0.25844043,0.096503,0.38083866,-0.030389562,-0.21429087,0.07993528,-0.2902794,-0.05835872,0.21285662,0.04932017,0.13194582,0.08808798,-0.108432874,0.028082436,-0.40162584,0.07869799,0.039989308,-0.018511213,-0.06242154,-0.012344793,0.035445202,-0.16290049,-0.03379109,-0.11625458,-0.07958213,0.06363754,0.104116604,0.04037092,-0.122807905,-0.066113144,0.13209651,0.07611689,-0.1476728,-0.057370786,-0.32465792,0.051687952,-0.21882108,-0.16534443,-0.12806413,0.1625077,-0.113756135,-0.21539593,-0.0395719,0.101132624,0.16352394,-0.053342365,-0.18676087,-0.15331131,0.14472592,0.093006454,0.015073354,0.15819162,0.03257401,-0.11100501,0.03468739,-0.0050340975,-0.05535944,-0.01996202,0.06539113,-0.23628578,0.16439939,-0.009713627,0.13743863,-0.118676804,0.24419022,-0.0687771,0.14566563,0.15270641,-0.10048463,0.27941346,-0.025384475,0.07608244,-0.10499335,-0.15399283,0.0051510297,-0.10095197,0.09285491,-0.20677242,0.28088453,0.0020924308,-0.016937455,0.08006388,0.17758021,0.16529454,0.10163791,0.023831867,0.12816146,0.04507807,0.10371324,0.13741593,0.2208876,0.09926264,-0.11436379,0.108291045,-0.027732862
mare_0,0.00027743285,0.036030803,0.3140311,0.25945523,0.061465003,-0.47713766,0.3975232,0.53592175,0.16756056,-0.49466836,-0.002678261,-0.53803194,-0.22723372,0.5184988,-0.007384967,0.08790867,0.11907572,0.053935293,0.03663908,-0.4458892,0.2817586,-0.010222062,-0.051556982,-0.07709579,0.073963605,0.06315515,-0.12312709,-0.024631647,-0.05795741,-0.18563084,0.18607773,0.11142839,0.29772422,-0.25529847,-0.19208905,0.09756753,0.3482668,-0.14581034,0.025469916,-0.46144292,0.24513137,-0.33446622,-0.17597036,-0.037138678,0.20913944,-0.012564672,-0.40786597,-0.08071094,0.29543993,0.09209785,-0.01576418,-0.45871118,-0.03601,0.24806333,0.18821211,-0.055067748,0.14273381,0.13755597,-0.1314599,0.23286201,-0.05625744,0.016589807,0.26412857,0.026327344,-0.39691108,0.13169461,0.055969782,0.20337221,-0.21179232,0.5030075,-0.11375142,0.42783985,0.18734574,-0.0674521,0.47828206,-0.13278536,0.34012198,-0.08484817,-0.11041876,-0.024719127,-0.4936114,0.20379432,-0.09638887,0.33532482,-0.28951424,-0.18168324,0.48306432,0.060265772,0.23433578,0.063947074,0.15517882,0.14011917,0.09560449,0.24452801,-0.0085850805,0.32632306,0.17061448,-0.25043842,0.16844258,0.19294962
mare_1,-0.12292213,0.12515959,0.18310122,-0.01100663,0.33763614,-0.4187805,0.36110017,0.6209801,-0.15127076,-0.37761024,0.17607579,-0.6502598,-0.1310087,0.6012905,0.07586487,0.13626635,-0.009773965,0.23276107,-0.006920031,-0.5524457,0.49548048,-0.054434657,-0.32324615,-0.15251155,-0.05923427,-0.1630826,0.0470698,0.0357723,0.08473188,-0.11866039,-0.10439284,-0.03791218,0.28232735,-0.16048545,-0.24849601,0.41784775,0.20145851,-0.37875274,0.009394103,-0.6712519,0.40126008,-0.33046576,-0.3175106,0.26663178,0.16240133,-0.016471209,-0.3266744,-0.0033153845,0.11201386,0.13821469,0.15777674,-0.5000321,-0.13936521,0.46508157,0.08232707,0.13178863,0.041564144,0.16499737,0.0053732316,0.104658075,-0.2448961,0.10550669,0.045415368,-0.08420619,-0.47202808,0.08715627,0.22462533,0.26756495,-0.124487355,0.574421,-0.078080386,0.42629188,0.29240695,0.18734312,0.2230305,0.0027233504,0.21165437,-0.19525719,-0.15192705,0.32195556,-0.59973633,0.26958555,-0.14540249,0.16343999,-0.27639556,0.18292171,0.4607016,0.01099658,0.21504755,-0.14965819,-0.05185952,0.22482848,0.11343796,-0.039750576,-0.17727439,0.43874553,0.2619877,-0.19453378,0.2944661,0.24510695
cale_0,0.17109023,-0.031607337,0.14603467,0.26218665,0.14555481,-0.43876883,0.17128453,0.48144042,-0.042140905,-0.4248247,0.08685116,-0.4072378,-0.052844655,0.44823596,0.08570518,0.21677008,0.20894842,-0.038659725,0.060787275,-0.5651045,0.101990536,0.117354065,0.028151745,-0.15167952,0.053096518,0.12811269,-0.32435307,0.005311741,-0.20404743,-0.11953189,0.15632956,0.13300066,0.16827501,-0.22848918,-0.0032572253,0.16641267,0.088232264,-0.20192628,-0.02381669,-0.24995229,0.20555303,-0.30605826,-0.19245574,-0.067062005,0.22773594,-0.16509463,-0.3262375,-0.14442682,0.31163892,0.14086625,-0.14772913,-0.27376038,-0.12137385,0.15618306,0.31307343,-0.113808446,0.22548853,-0.07290036,-0.15737481,0.11076823,-0.03559284,-0.064249635,0.23936644,0.14111364,-0.3388742,0.3515907,0.014538487,0.16670048,-0.17166467,0.3021568,-0.11335903,0.15489408,0.20436984,-0.09769177,0.517488,-0.05901712,0.15092409,-0.038819343,-0.24817397,-0.1887755,-0.23545066,0.17890334,-0.30872786,0.427042,-0.18946388,-0.030998297,0.27542022,0.08688731,0.17344779,0.09069145,0.16037542,0.14875436,0.103199385,0.3378222,0.2954344,0.21626624,0.09876352,-0.06636885,0.02950823,0.0112746665
cale_1,0.12253103,-0.03948954,0.13015424,0.27890742,0.23201445,-0.44548777,0.14409015,0.49514726,-0.0047959,-0.5092121,0.0982372,-0.32333902,-0.032177817,0.45453387,0.09485465,0.18071778,0.1453284,0.013193246,0.080788754,-0.6239607,0.119848214,0.14281581,0.08657894,-0.12420679,0.08406499,0.120481364,-0.2749863,0.10546307,-0.2765534,-0.060327765,0.12951389,0.061744496,0.15363413,-0.23874655,0.035187233,0.13201666,0.07549227,-0.22499947,-0.03706052,-0.22540769,0.19087648,-0.2724148,-0.17634472,-0.0848276,0.28588852,-0.24212839,-0.29732272,-0.21248609,0.36516228,0.17738587,-0.12756649,-0.23620737,-0.07744563,0.063888416,0.3958553,-0.09663572,0.24907441,-0.10443059,-0.16324532,0.012999897,-0.029596098,-0.03006346,0.23490325,0.120216906,-0.36665407,0.38092273,-0.0017983328,0.06601597,-0.15580188,0.28210482,-0.09415723,0.14247651,0.26580134,-0.11399285,0.39681467,-0.04278386,0.17528039,-0.0083280485,-0.21520938,-0.19061835,-0.25460932,0.1344188,-0.2690079,0.39620277,-0.21704401,-0.02429058,0.24724907,0.009267741,0.14922857,0.019033972,0.20574655,0.09500958,0.093540706,0.3797762,0.3003978,0.2195983,0.0060047805,-0.062935255,0.012290296,0.078997724
mie_0,0.13829911,0.054796975,0.2720539,0.28445995,0.09947834,-0.40637746,0.31360152,0.48394278,0.114329346,-0.42298952,0.11940884,-0.5263871,-0.12653887,0.44332504,0.038258873,0.13925454,0.18344893,-0.13392207,-0.11295804,-0.4911497,0.3078358,0.10921309,0.019771302,-0.17011397,0.050044894,0.15122932,-0.2172927,-0.055925198,-0.13292058,-0.17349005,0.20817602,0.056134112,0.2786133,-0.2765741,-0.07931464,0.07141161,0.2344194,-0.0724882,-0.077057965,-0.32742587,0.12441149,-0.38028207,-0.12649308,-0.047568943,0.17234515,-0.15021713,-0.21264176,-0.11291891,0.25435665,0.19224326,-0.1271538,-0.24328949,-0.031534698,0.15813532,0.111884,-0.11637143,0.3167177,0.1422482,-0.17260097,0.12038136,-0.10393841,-0.14235415,0.15764421,0.1522402,-0.3306322,0.23276272,-0.028057162,0.2022611,-0.16019467,0.34080812,-0.07728919,0.22250882,0.16780163,-0.104343474,0.49985173,-0.13094726,0.20664543,-0.02063644,-0.17350426,-0.06262681,-0.31739154,0.091206215,-0.16782768,0.32922715,-0.17092675,-0.050463486,0.35238016,0.03829578,0.2045371,0.06566487,0.14618222,0.08882124,0.17088628,0.1270635,0.22070082,0.28661546,0.10533405,-0.16263396,0.036336835,0.02842903
